	HUM	TEMP	LIGHT	PRESS	PREC
2022-01-02 11:10:00	7.0	16.0	16.0	2.0	10.0
2022-01-02 11:15:00	17.0	18.0	7.0	2.0	15.0
2022-01-02 11:20:00	3.0	11.0	9.0	12.0	18.0
2022-01-02 11:25:00	9.0	3.0	8.0	16.0	5.0
2022-01-02 11:30:00	1.0	5.0	19.0	15.0	10.0
2022-01-02 11:35:00	12.0	18.0	5.0	5.0	6.0
2022-01-02 11:40:00	17.0	17.0	5.0	5.0	9.0
2022-01-02 11:45:00	16.0	20.0	11.0	2.0	8.0
2022-01-02 11:50:00	11.0	1.0	2.0	10.0	12.0
2022-01-02 11:55:00	16.0	16.0	3.0	0.0	12.0
2022-01-02 12:00:00	16.0	12.0	13.0	13.0	12.0
2022-01-02 12:05:00	15.0	2.0	14.0	10.0	8.0
2022-01-02 12:10:00	14.0	14.0	19.0	10.0	9.0
2022-01-02 12:15:00	6.0	5.0	12.0	5.0	17.0
2022-01-02 12:20:00	3.0	5.0	14.0	2.0	4.0
2022-01-02 12:25:00	6.0	8.0	6.0	20.0	17.0
2022-01-02 12:30:00	1.0	8.0	3.0	1.0	9.0
2022-01-02 12:35:00	4.0	5.0	12.0	3.0	7.0
2022-01-02 12:40:00	2.0	5.0	0.0	11.0	12.0
2022-01-02 12:45:00	17.0	1.0	9.0	16.0	5.0
2022-01-02 12:50:00	19.0	3.0	12.0	17.0	14.0
2022-01-02 12:55:00	2.0	15.0	17.0	6.0	16.0
2022-01-02 13:00:00	7.0	7.0	10.0	13.0	6.0
2022-01-02 13:05:00	2.0	17.0	0.0	11.0	9.0
2022-01-02 13:10:00	18.0	20.0	13.0	12.0	11.0
2022-01-02 13:15:00	1.0	18.0	6.0	18.0	17.0
2022-01-02 13:20:00	9.0	17.0	15.0	12.0	1.0
2022-01-02 13:25:00	5.0	0.0	17.0	13.0	11.0
2022-01-02 13:30:00	12.0	16.0	20.0	18.0	17.0
2022-01-02 13:35:00	18.0	4.0	3.0	11.0	17.0
2022-01-02 13:40:00	20.0	10.0	7.0	19.0	12.0
2022-01-02 13:45:00	7.0	2.0	20.0	14.0	13.0
2022-01-02 13:50:00	3.0	4.0	9.0	7.0	3.0
2022-01-02 13:55:00	9.0	2.0	18.0	8.0	14.0
2022-01-02 14:00:00	17.0	5.0	2.0	8.0	4.0
2022-01-02 14:05:00	15.0	7.0	11.0	17.0	2.0
2022-01-02 14:10:00	16.0	17.0	11.0	8.0	5.0
2022-01-02 14:15:00	19.0	0.0	18.0	4.0	2.0
2022-01-02 14:20:00	19.0	7.0	12.0	13.0	5.0
2022-01-02 14:25:00	10.0	4.0	4.0	14.0	0.0
2022-01-02 14:30:00	19.0	2.0	3.0	16.0	18.0
2022-01-02 14:35:00	7.0	17.0	10.0	10.0	13.0
2022-01-02 14:40:00	4.0	19.0	11.0	4.0	7.0
2022-01-02 14:45:00	9.0	19.0	4.0	9.0	10.0
2022-01-02 14:50:00	4.0	13.0	14.0	0.0	12.0
2022-01-02 14:55:00	6.0	9.0	19.0	20.0	17.0
2022-01-02 15:00:00	8.0	9.0	6.0	14.0	14.0
2022-01-02 15:05:00	3.0	17.0	6.0	11.0	2.0
2022-01-02 15:10:00	15.0	11.0	17.0	5.0	6.0
2022-01-02 15:15:00	15.0	13.0	14.0	12.0	19.0
2022-01-02 15:20:00	1.0	9.0	18.0	9.0	8.0
2022-01-02 15:25:00	9.0	12.0	5.0	6.0	14.0
2022-01-02 15:30:00	14.0	3.0	8.0	13.0	3.0
2022-01-02 15:35:00	0.0	13.0	8.0	18.0	8.0
2022-01-02 15:40:00	5.0	2.0	19.0	13.0	13.0
2022-01-02 15:45:00	19.0	16.0	2.0	1.0	9.0
2022-01-02 15:50:00	13.0	11.0	1.0	16.0	10.0
2022-01-02 15:55:00	13.0	16.0	12.0	14.0	10.0
2022-01-02 16:00:00	16.0	2.0	3.0	1.0	13.0
2022-01-02 16:05:00	3.0	5.0	13.0	18.0	2.0
2022-01-02 16:10:00	3.0	17.0	4.0	10.0	12.0
2022-01-02 16:15:00	18.0	16.0	9.0	1.0	12.0
2022-01-02 16:20:00	13.0	8.0	11.0	8.0	11.0
2022-01-02 16:25:00	16.0	2.0	6.0	6.0	8.0
2022-01-02 16:30:00	0.0	9.0	10.0	0.0	1.0
2022-01-02 16:35:00	15.0	1.0	15.0	20.0	3.0
2022-01-02 16:40:00	0.0	4.0	18.0	4.0	12.0
2022-01-02 16:45:00	3.0	7.0	9.0	2.0	4.0
2022-01-02 16:50:00	6.0	2.0	16.0	2.0	2.0
2022-01-02 16:55:00	14.0	0.0	18.0	1.0	13.0
2022-01-02 17:00:00	18.0	11.0	0.0	6.0	11.0
2022-01-02 17:05:00	12.0	2.0	11.0	6.0	13.0
2022-01-02 17:10:00	8.0	6.0	4.0	11.0	5.0
2022-01-02 17:15:00	12.0	8.0	17.0	1.0	13.0
2022-01-02 17:20:00	13.0	1.0	10.0	6.0	9.0
2022-01-02 17:25:00	7.0	7.0	3.0	17.0	16.0
2022-01-02 17:30:00	14.0	19.0	4.0	13.0	18.0
2022-01-02 17:35:00	2.0	14.0	1.0	7.0	1.0
2022-01-02 17:40:00	7.0	16.0	11.0	4.0	0.0
2022-01-02 17:45:00	1.0	2.0	14.0	13.0	20.0
2022-01-02 17:50:00	20.0	17.0	9.0	17.0	10.0
2022-01-02 17:55:00	11.0	12.0	9.0	16.0	11.0
2022-01-02 18:00:00	6.0	12.0	15.0	10.0	1.0
2022-01-02 18:05:00	13.0	12.0	3.0	16.0	19.0
2022-01-02 18:10:00	2.0	18.0	1.0	2.0	12.0
2022-01-02 18:15:00	4.0	5.0	11.0	19.0	4.0
2022-01-02 18:20:00	16.0	11.0	12.0	5.0	3.0
2022-01-02 18:25:00	8.0	18.0	11.0	11.0	17.0
2022-01-02 18:30:00	1.0	17.0	12.0	16.0	5.0
2022-01-02 18:35:00	14.0	9.0	9.0	14.0	7.0
2022-01-02 18:40:00	13.0	0.0	3.0	17.0	18.0
2022-01-02 18:45:00	0.0	19.0	12.0	4.0	10.0
2022-01-02 18:50:00	18.0	20.0	8.0	12.0	9.0
2022-01-02 18:55:00	12.0	7.0	10.0	14.0	9.0
2022-01-02 19:00:00	11.0	16.0	17.0	7.0	18.0
2022-01-02 19:05:00	12.0	16.0	16.0	19.0	4.0
2022-01-02 19:10:00	8.0	3.0	5.0	2.0	3.0
2022-01-02 19:15:00	6.0	14.0	16.0	10.0	2.0
2022-01-02 19:20:00	18.0	9.0	15.0	8.0	7.0
2022-01-02 19:25:00	5.0	7.0	14.0	14.0	8.0
2022-01-02 19:30:00	3.0	11.0	5.0	3.0	9.0
2022-01-02 19:35:00	8.0	3.0	8.0	11.0	18.0
2022-01-02 19:40:00	14.0	7.0	5.0	8.0	9.0
2022-01-02 19:45:00	17.0	10.0	5.0	8.0	11.0
2022-01-02 19:50:00	8.0	19.0	1.0	19.0	3.0
2022-01-02 19:55:00	15.0	11.0	12.0	16.0	5.0
2022-01-02 20:00:00	12.0	7.0	19.0	4.0	2.0
2022-01-02 20:05:00	7.0	5.0	2.0	3.0	5.0
2022-01-02 20:10:00	12.0	1.0	8.0	18.0	1.0
2022-01-02 20:15:00	10.0	12.0	7.0	18.0	15.0
2022-01-02 20:20:00	9.0	13.0	10.0	12.0	8.0
2022-01-02 20:25:00	1.0	13.0	3.0	12.0	20.0
2022-01-02 20:30:00	19.0	2.0	6.0	3.0	19.0
2022-01-02 20:35:00	2.0	12.0	5.0	12.0	6.0
2022-01-02 20:40:00	17.0	7.0	7.0	12.0	9.0
2022-01-02 20:45:00	19.0	14.0	12.0	3.0	11.0
2022-01-02 20:50:00	13.0	17.0	15.0	7.0	3.0
2022-01-02 20:55:00	5.0	8.0	16.0	6.0	6.0
2022-01-02 21:00:00	18.0	18.0	14.0	17.0	10.0
2022-01-02 21:05:00	6.0	9.0	2.0	2.0	12.0
2022-01-02 21:10:00	15.0	4.0	6.0	17.0	5.0
2022-01-02 21:15:00	2.0	2.0	19.0	15.0	14.0
2022-01-02 21:20:00	18.0	17.0	5.0	11.0	16.0
2022-01-02 21:25:00	14.0	2.0	3.0	3.0	4.0
2022-01-02 21:30:00	19.0	1.0	12.0	15.0	1.0
2022-01-02 21:35:00	15.0	19.0	5.0	6.0	20.0
2022-01-02 21:40:00	12.0	17.0	9.0	6.0	5.0
2022-01-02 21:45:00	1.0	16.0	7.0	18.0	17.0
2022-01-02 21:50:00	17.0	17.0	16.0	11.0	11.0
2022-01-02 21:55:00	16.0	16.0	11.0	10.0	1.0
2022-01-02 22:00:00	16.0	6.0	3.0	20.0	4.0
2022-01-02 22:05:00	5.0	7.0	1.0	15.0	12.0
2022-01-02 22:10:00	2.0	8.0	19.0	18.0	4.0
2022-01-02 22:15:00	5.0	1.0	16.0	20.0	19.0
2022-01-02 22:20:00	11.0	19.0	15.0	18.0	18.0
2022-01-02 22:25:00	10.0	8.0	6.0	13.0	0.0
2022-01-02 22:30:00	20.0	5.0	15.0	7.0	2.0
2022-01-02 22:35:00	4.0	19.0	17.0	13.0	6.0
2022-01-02 22:40:00	19.0	9.0	10.0	16.0	2.0
2022-01-02 22:45:00	14.0	3.0	1.0	16.0	2.0
2022-01-02 22:50:00	5.0	7.0	14.0	9.0	12.0
2022-01-02 22:55:00	13.0	18.0	10.0	17.0	5.0
2022-01-02 23:00:00	14.0	12.0	7.0	2.0	11.0
2022-01-02 23:05:00	9.0	6.0	11.0	14.0	9.0
2022-01-02 23:10:00	10.0	14.0	4.0	10.0	10.0
2022-01-02 23:15:00	5.0	10.0	11.0	15.0	6.0
2022-01-02 23:20:00	13.0	11.0	19.0	10.0	17.0
2022-01-02 23:25:00	4.0	13.0	18.0	11.0	2.0
2022-01-02 23:30:00	11.0	8.0	19.0	13.0	17.0
2022-01-02 23:35:00	4.0	11.0	2.0	0.0	1.0
2022-01-02 23:40:00	6.0	11.0	5.0	18.0	17.0
2022-01-02 23:45:00	13.0	4.0	2.0	6.0	7.0
2022-01-02 23:50:00	17.0	9.0	12.0	0.0	12.0
2022-01-02 23:55:00	1.0	3.0	15.0	10.0	1.0
2022-01-03 00:00:00	2.0	12.0	3.0	1.0	15.0
2022-01-03 00:05:00	19.0	1.0	14.0	14.0	1.0
2022-01-03 00:10:00	2.0	0.0	13.0	0.0	20.0
2022-01-03 00:15:00	13.0	7.0	15.0	16.0	5.0
2022-01-03 00:20:00	17.0	3.0	4.0	19.0	13.0
2022-01-03 00:25:00	13.0	8.0	1.0	9.0	2.0
2022-01-03 00:30:00	3.0	13.0	14.0	18.0	2.0
2022-01-03 00:35:00	4.0	3.0	14.0	10.0	9.0
2022-01-03 00:40:00	11.0	8.0	6.0	8.0	2.0
2022-01-03 00:45:00	0.0	20.0	20.0	3.0	4.0
2022-01-03 00:50:00	14.0	0.0	3.0	9.0	19.0
2022-01-03 00:55:00	19.0	13.0	17.0	6.0	4.0
2022-01-03 01:00:00	11.0	6.0	11.0	19.0	8.0
2022-01-03 01:05:00	8.0	1.0	16.0	18.0	11.0
2022-01-03 01:10:00	19.0	7.0	9.0	6.0	16.0
2022-01-03 01:15:00	16.0	3.0	4.0	2.0	15.0
2022-01-03 01:20:00	10.0	11.0	14.0	5.0	6.0
2022-01-03 01:25:00	14.0	13.0	13.0	4.0	20.0
2022-01-03 01:30:00	12.0	2.0	5.0	3.0	20.0
2022-01-03 01:35:00	10.0	10.0	11.0	8.0	19.0
2022-01-03 01:40:00	11.0	15.0	11.0	7.0	16.0
2022-01-03 01:45:00	11.0	12.0	16.0	8.0	9.0
2022-01-03 01:50:00	13.0	6.0	18.0	14.0	6.0
2022-01-03 01:55:00	14.0	16.0	0.0	10.0	13.0
2022-01-03 02:00:00	3.0	16.0	17.0	10.0	1.0
2022-01-03 02:05:00	3.0	18.0	0.0	6.0	10.0
2022-01-03 02:10:00	18.0	10.0	11.0	12.0	18.0
2022-01-03 02:15:00	16.0	9.0	12.0	4.0	10.0
2022-01-03 02:20:00	13.0	5.0	3.0	8.0	7.0
2022-01-03 02:25:00	10.0	11.0	1.0	15.0	16.0
2022-01-03 02:30:00	10.0	8.0	17.0	10.0	17.0
2022-01-03 02:35:00	9.0	0.0	2.0	9.0	15.0
2022-01-03 02:40:00	8.0	12.0	2.0	7.0	13.0
2022-01-03 02:45:00	9.0	4.0	19.0	15.0	12.0
2022-01-03 02:50:00	10.0	10.0	2.0	2.0	18.0
2022-01-03 02:55:00	5.0	11.0	2.0	15.0	14.0
2022-01-03 03:00:00	16.0	3.0	16.0	13.0	18.0
2022-01-03 03:05:00	1.0	6.0	3.0	7.0	16.0
2022-01-03 03:10:00	16.0	11.0	4.0	2.0	19.0
2022-01-03 03:15:00	16.0	11.0	10.0	1.0	12.0
2022-01-03 03:20:00	17.0	16.0	14.0	8.0	20.0
2022-01-03 03:25:00	15.0	3.0	8.0	14.0	17.0
2022-01-03 03:30:00	4.0	16.0	17.0	14.0	14.0
2022-01-03 03:35:00	19.0	9.0	9.0	1.0	5.0
2022-01-03 03:40:00	13.0	12.0	13.0	18.0	12.0
2022-01-03 03:45:00	7.0	17.0	2.0	17.0	6.0
2022-01-03 03:50:00	13.0	0.0	13.0	5.0	3.0
2022-01-03 03:55:00	1.0	9.0	17.0	10.0	1.0
2022-01-03 04:00:00	10.0	2.0	19.0	16.0	18.0
2022-01-03 04:05:00	16.0	16.0	1.0	19.0	17.0
2022-01-03 04:10:00	7.0	20.0	16.0	13.0	7.0
2022-01-03 04:15:00	11.0	12.0	4.0	16.0	8.0
2022-01-03 04:20:00	8.0	17.0	4.0	11.0	20.0
2022-01-03 04:25:00	9.0	5.0	19.0	2.0	18.0
2022-01-03 04:30:00	17.0	10.0	3.0	15.0	5.0
2022-01-03 04:35:00	14.0	9.0	15.0	5.0	12.0
2022-01-03 04:40:00	2.0	12.0	17.0	16.0	8.0
2022-01-03 04:45:00	5.0	12.0	17.0	7.0	16.0
2022-01-03 04:50:00	2.0	0.0	9.0	7.0	12.0
2022-01-03 04:55:00	2.0	16.0	2.0	1.0	2.0
2022-01-03 05:00:00	18.0	14.0	13.0	12.0	9.0
2022-01-03 05:05:00	3.0	18.0	16.0	8.0	3.0
2022-01-03 05:10:00	15.0	0.0	4.0	11.0	17.0
2022-01-03 05:15:00	14.0	7.0	1.0	18.0	13.0
2022-01-03 05:20:00	1.0	9.0	2.0	8.0	20.0
2022-01-03 05:25:00	15.0	7.0	1.0	13.0	6.0
2022-01-03 05:30:00	12.0	20.0	18.0	16.0	9.0
2022-01-03 05:35:00	0.0	1.0	15.0	13.0	18.0
2022-01-03 05:40:00	16.0	14.0	3.0	19.0	12.0
2022-01-03 05:45:00	13.0	16.0	20.0	13.0	12.0
2022-01-03 05:50:00	16.0	15.0	13.0	4.0	4.0
2022-01-03 05:55:00	11.0	17.0	3.0	1.0	1.0
2022-01-03 06:00:00	15.0	2.0	11.0	4.0	13.0
2022-01-03 06:05:00	1.0	17.0	11.0	18.0	13.0
2022-01-03 06:10:00	15.0	13.0	12.0	15.0	18.0
2022-01-03 06:15:00	20.0	4.0	17.0	16.0	9.0
2022-01-03 06:20:00	12.0	8.0	16.0	16.0	16.0
2022-01-03 06:25:00	15.0	17.0	7.0	2.0	8.0
2022-01-03 06:30:00	17.0	14.0	7.0	2.0	18.0
2022-01-03 06:35:00	17.0	8.0	11.0	7.0	10.0
2022-01-03 06:40:00	9.0	11.0	6.0	1.0	6.0
2022-01-03 06:45:00	11.0	3.0	11.0	11.0	12.0
2022-01-03 06:50:00	12.0	8.0	3.0	17.0	11.0
2022-01-03 06:55:00	13.0	10.0	13.0	4.0	3.0
2022-01-03 07:00:00	8.0	1.0	9.0	14.0	6.0
2022-01-03 07:05:00	6.0	13.0	15.0	19.0	8.0
2022-01-03 07:10:00	4.0	20.0	20.0	6.0	1.0
2022-01-03 07:15:00	11.0	5.0	9.0	18.0	18.0
2022-01-03 07:20:00	8.0	2.0	7.0	10.0	9.0
2022-01-03 07:25:00	11.0	15.0	4.0	14.0	14.0
2022-01-03 07:30:00	13.0	19.0	5.0	11.0	16.0
2022-01-03 07:35:00	20.0	4.0	14.0	20.0	20.0
2022-01-03 07:40:00	20.0	17.0	5.0	0.0	19.0
2022-01-03 07:45:00	12.0	19.0	10.0	2.0	18.0
2022-01-03 07:50:00	12.0	14.0	7.0	1.0	7.0
2022-01-03 07:55:00	19.0	13.0	17.0	20.0	3.0
2022-01-03 08:00:00	2.0	12.0	11.0	2.0	3.0
2022-01-03 08:05:00	20.0	7.0	2.0	6.0	4.0
2022-01-03 08:10:00	1.0	7.0	13.0	18.0	6.0
2022-01-03 08:15:00	8.0	13.0	7.0	12.0	16.0
2022-01-03 08:20:00	2.0	18.0	0.0	5.0	1.0
2022-01-03 08:25:00	7.0	12.0	7.0	10.0	16.0
2022-01-03 08:30:00	16.0	3.0	17.0	6.0	9.0
2022-01-03 08:35:00	12.0	20.0	15.0	7.0	14.0
2022-01-03 08:40:00	13.0	7.0	10.0	5.0	2.0
2022-01-03 08:45:00	1.0	15.0	15.0	7.0	4.0
2022-01-03 08:50:00	17.0	1.0	18.0	0.0	17.0
2022-01-03 08:55:00	4.0	20.0	6.0	16.0	16.0
2022-01-03 09:00:00	10.0	0.0	5.0	9.0	7.0
2022-01-03 09:05:00	9.0	10.0	0.0	11.0	19.0
2022-01-03 09:10:00	5.0	7.0	14.0	16.0	12.0
2022-01-03 09:15:00	18.0	18.0	6.0	18.0	12.0
2022-01-03 09:20:00	9.0	2.0	6.0	12.0	15.0
2022-01-03 09:25:00	17.0	3.0	13.0	7.0	17.0
2022-01-03 09:30:00	1.0	16.0	7.0	7.0	17.0
2022-01-03 09:35:00	4.0	8.0	11.0	16.0	4.0
2022-01-03 09:40:00	18.0	14.0	9.0	12.0	12.0
2022-01-03 09:45:00	5.0	20.0	4.0	13.0	17.0
2022-01-03 09:50:00	14.0	10.0	14.0	18.0	18.0
2022-01-03 09:55:00	20.0	14.0	8.0	18.0	8.0
2022-01-03 10:00:00	17.0	17.0	17.0	1.0	7.0
2022-01-03 10:05:00	0.0	7.0	9.0	15.0	6.0
2022-01-03 10:10:00	14.0	13.0	15.0	17.0	12.0
2022-01-03 10:15:00	19.0	20.0	17.0	19.0	9.0
2022-01-03 10:20:00	3.0	1.0	16.0	8.0	9.0
2022-01-03 10:25:00	0.0	10.0	4.0	19.0	8.0
2022-01-03 10:30:00	12.0	11.0	9.0	19.0	19.0
2022-01-03 10:35:00	3.0	6.0	13.0	7.0	15.0
2022-01-03 10:40:00	14.0	11.0	16.0	5.0	15.0
2022-01-03 10:45:00	9.0	19.0	9.0	19.0	11.0
2022-01-03 10:50:00	10.0	2.0	6.0	10.0	1.0
2022-01-03 10:55:00	9.0	4.0	18.0	11.0	14.0
2022-01-03 11:00:00	10.0	2.0	15.0	12.0	5.0
2022-01-03 11:05:00	1.0	11.0	7.0	18.0	18.0
2022-01-03 11:10:00	15.0	18.0	5.0	12.0	20.0
2022-01-03 11:15:00	14.0	6.0	6.0	14.0	4.0
2022-01-03 11:20:00	12.0	14.0	18.0	3.0	12.0
2022-01-03 11:25:00	12.0	19.0	5.0	16.0	3.0
2022-01-03 11:30:00	9.0	6.0	10.0	17.0	16.0
2022-01-03 11:35:00	4.0	13.0	1.0	5.0	18.0
2022-01-03 11:40:00	19.0	8.0	8.0	7.0	11.0
2022-01-03 11:45:00	19.0	6.0	18.0	13.0	10.0
2022-01-03 11:50:00	16.0	14.0	18.0	11.0	18.0
2022-01-03 11:55:00	10.0	6.0	11.0	15.0	18.0
2022-01-03 12:00:00	2.0	12.0	5.0	3.0	3.0
2022-01-03 12:05:00	3.0	8.0	10.0	2.0	2.0
2022-01-03 12:10:00	17.0	8.0	6.0	5.0	16.0
2022-01-03 12:15:00	5.0	2.0	18.0	0.0	6.0
2022-01-03 12:20:00	19.0	20.0	7.0	12.0	1.0
2022-01-03 12:25:00	20.0	13.0	6.0	1.0	1.0
2022-01-03 12:30:00	2.0	6.0	1.0	4.0	12.0
2022-01-03 12:35:00	10.0	2.0	7.0	8.0	3.0
2022-01-03 12:40:00	16.0	15.0	0.0	12.0	18.0
2022-01-03 12:45:00	13.0	16.0	14.0	12.0	4.0
2022-01-03 12:50:00	1.0	4.0	10.0	17.0	11.0
2022-01-03 12:55:00	5.0	14.0	8.0	14.0	10.0
2022-01-03 13:00:00	7.0	16.0	0.0	5.0	0.0
2022-01-03 13:05:00	16.0	10.0	17.0	17.0	11.0
2022-01-03 13:10:00	15.0	13.0	13.0	11.0	13.0
2022-01-03 13:15:00	12.0	5.0	2.0	12.0	13.0
2022-01-03 13:20:00	12.0	8.0	8.0	9.0	2.0
2022-01-03 13:25:00	7.0	20.0	3.0	2.0	5.0
2022-01-03 13:30:00	19.0	12.0	12.0	15.0	5.0
2022-01-03 13:35:00	11.0	10.0	19.0	17.0	1.0
2022-01-03 13:40:00	16.0	1.0	2.0	13.0	17.0
2022-01-03 13:45:00	12.0	8.0	16.0	19.0	20.0
2022-01-03 13:50:00	1.0	9.0	0.0	10.0	8.0
2022-01-03 13:55:00	14.0	9.0	1.0	17.0	13.0
2022-01-03 14:00:00	11.0	7.0	5.0	13.0	11.0
2022-01-03 14:05:00	3.0	5.0	14.0	18.0	3.0
2022-01-03 14:10:00	10.0	6.0	15.0	12.0	13.0
2022-01-03 14:15:00	10.0	19.0	13.0	6.0	1.0
2022-01-03 14:20:00	4.0	7.0	7.0	5.0	19.0
2022-01-03 14:25:00	4.0	10.0	10.0	2.0	7.0
2022-01-03 14:30:00	9.0	6.0	4.0	18.0	2.0
2022-01-03 14:35:00	12.0	16.0	1.0	15.0	5.0
2022-01-03 14:40:00	5.0	8.0	6.0	9.0	8.0
2022-01-03 14:45:00	16.0	10.0	0.0	7.0	5.0
2022-01-03 14:50:00	6.0	2.0	19.0	10.0	18.0
2022-01-03 14:55:00	10.0	4.0	7.0	19.0	17.0
2022-01-03 15:00:00	11.0	9.0	8.0	0.0	19.0
2022-01-03 15:05:00	20.0	17.0	17.0	16.0	20.0
2022-01-03 15:10:00	15.0	12.0	9.0	5.0	12.0
2022-01-03 15:15:00	3.0	7.0	7.0	15.0	1.0
2022-01-03 15:20:00	13.0	13.0	16.0	17.0	7.0
2022-01-03 15:25:00	2.0	9.0	13.0	9.0	14.0
2022-01-03 15:30:00	7.0	11.0	17.0	18.0	17.0
2022-01-03 15:35:00	19.0	4.0	6.0	2.0	10.0
2022-01-03 15:40:00	7.0	6.0	10.0	17.0	16.0
2022-01-03 15:45:00	1.0	2.0	12.0	18.0	9.0
2022-01-03 15:50:00	7.0	11.0	2.0	15.0	4.0
2022-01-03 15:55:00	14.0	10.0	7.0	11.0	15.0
2022-01-03 16:00:00	10.0	13.0	7.0	4.0	5.0
2022-01-03 16:05:00	16.0	6.0	18.0	4.0	7.0
2022-01-03 16:10:00	10.0	9.0	16.0	18.0	9.0
2022-01-03 16:15:00	3.0	0.0	17.0	0.0	18.0
2022-01-03 16:20:00	9.0	10.0	7.0	4.0	17.0
2022-01-03 16:25:00	8.0	13.0	5.0	11.0	4.0
2022-01-03 16:30:00	13.0	7.0	3.0	10.0	15.0
2022-01-03 16:35:00	13.0	5.0	20.0	9.0	1.0
2022-01-03 16:40:00	16.0	12.0	8.0	12.0	15.0
2022-01-03 16:45:00	7.0	16.0	20.0	8.0	7.0
2022-01-03 16:50:00	17.0	2.0	7.0	4.0	7.0
2022-01-03 16:55:00	19.0	15.0	20.0	13.0	5.0
2022-01-03 17:00:00	14.0	1.0	16.0	19.0	8.0
2022-01-03 17:05:00	18.0	14.0	10.0	14.0	4.0
2022-01-03 17:10:00	13.0	1.0	18.0	16.0	0.0
2022-01-03 17:15:00	16.0	9.0	15.0	11.0	19.0
2022-01-03 17:20:00	6.0	20.0	16.0	20.0	9.0
2022-01-03 17:25:00	4.0	16.0	11.0	0.0	10.0
2022-01-03 17:30:00	11.0	10.0	14.0	3.0	20.0
2022-01-03 17:35:00	18.0	16.0	19.0	1.0	10.0
2022-01-03 17:40:00	4.0	9.0	18.0	2.0	6.0
2022-01-03 17:45:00	6.0	4.0	7.0	14.0	17.0
2022-01-03 17:50:00	17.0	5.0	2.0	11.0	4.0
2022-01-03 17:55:00	7.0	16.0	6.0	3.0	2.0
2022-01-03 18:00:00	20.0	2.0	20.0	14.0	17.0
2022-01-03 18:05:00	1.0	6.0	1.0	13.0	5.0
2022-01-03 18:10:00	17.0	14.0	19.0	19.0	1.0
2022-01-03 18:15:00	18.0	17.0	11.0	16.0	7.0
2022-01-03 18:20:00	16.0	6.0	17.0	16.0	5.0
2022-01-03 18:25:00	18.0	6.0	7.0	11.0	15.0
2022-01-03 18:30:00	20.0	2.0	12.0	15.0	2.0
2022-01-03 18:35:00	4.0	4.0	4.0	10.0	1.0
2022-01-03 18:40:00	17.0	8.0	6.0	1.0	11.0
2022-01-03 18:45:00	1.0	14.0	14.0	5.0	11.0
2022-01-03 18:50:00	10.0	15.0	4.0	16.0	8.0
2022-01-03 18:55:00	19.0	15.0	9.0	5.0	1.0
2022-01-03 19:00:00	3.0	3.0	12.0	6.0	12.0
2022-01-03 19:05:00	13.0	2.0	15.0	2.0	2.0
2022-01-03 19:10:00	7.0	14.0	4.0	0.0	4.0
2022-01-03 19:15:00	9.0	3.0	9.0	1.0	3.0
2022-01-03 19:20:00	9.0	9.0	14.0	9.0	4.0
2022-01-03 19:25:00	11.0	11.0	19.0	1.0	1.0
2022-01-03 19:30:00	14.0	4.0	10.0	4.0	12.0
2022-01-03 19:35:00	13.0	20.0	16.0	10.0	17.0
2022-01-03 19:40:00	11.0	16.0	20.0	17.0	2.0
2022-01-03 19:45:00	5.0	5.0	2.0	1.0	20.0
2022-01-03 19:50:00	5.0	4.0	13.0	2.0	9.0
2022-01-03 19:55:00	10.0	7.0	14.0	9.0	14.0
2022-01-03 20:00:00	13.0	1.0	5.0	10.0	14.0
2022-01-03 20:05:00	19.0	4.0	10.0	18.0	1.0
2022-01-03 20:10:00	13.0	5.0	3.0	16.0	19.0
2022-01-03 20:15:00	20.0	12.0	8.0	11.0	14.0
2022-01-03 20:20:00	1.0	7.0	7.0	18.0	2.0
2022-01-03 20:25:00	16.0	0.0	20.0	0.0	6.0
2022-01-03 20:30:00	14.0	19.0	12.0	9.0	18.0
2022-01-03 20:35:00	17.0	19.0	18.0	13.0	4.0
2022-01-03 20:40:00	1.0	4.0	8.0	4.0	8.0
2022-01-03 20:45:00	10.0	15.0	12.0	12.0	8.0
2022-01-03 20:50:00	10.0	5.0	17.0	19.0	9.0
2022-01-03 20:55:00	13.0	15.0	6.0	20.0	4.0
2022-01-03 21:00:00	9.0	16.0	20.0	16.0	0.0
2022-01-03 21:05:00	17.0	3.0	0.0	14.0	18.0
2022-01-03 21:10:00	14.0	19.0	13.0	2.0	15.0
2022-01-03 21:15:00	7.0	10.0	19.0	1.0	18.0
2022-01-03 21:20:00	11.0	19.0	3.0	13.0	12.0
2022-01-03 21:25:00	16.0	3.0	11.0	9.0	1.0
2022-01-03 21:30:00	14.0	5.0	5.0	11.0	4.0
2022-01-03 21:35:00	4.0	5.0	19.0	5.0	7.0
2022-01-03 21:40:00	12.0	17.0	14.0	15.0	15.0
2022-01-03 21:45:00	5.0	3.0	16.0	11.0	4.0
2022-01-03 21:50:00	13.0	2.0	7.0	2.0	14.0
2022-01-03 21:55:00	16.0	0.0	15.0	11.0	17.0
2022-01-03 22:00:00	15.0	10.0	0.0	7.0	18.0
2022-01-03 22:05:00	15.0	14.0	1.0	6.0	14.0
2022-01-03 22:10:00	3.0	12.0	15.0	8.0	5.0
2022-01-03 22:15:00	19.0	5.0	11.0	3.0	18.0
2022-01-03 22:20:00	2.0	1.0	0.0	10.0	3.0
